County,Sub County,Ward,PRISM Facility Name,FY,Indicator,value,Gender,Coarse Age Group,Finer Age Group
Nyamira County,Nyamira North Sub County,Itibo Ward,Chaina Dispensary,2026,CXCA_SCRN_Number screened Target,2.0,All,All,All
Nyamira County,Nyamira North Sub County,Itibo Ward,Itibo Mission Health Centre,2026,CXCA_SCRN_Number screened Target,7.0,All,All,All
Nyamira County,Nyamira North Sub County,Itibo Ward,Kenyoro Health Centre,2026,CXCA_SCRN_Number screened Target,80.0,All,All,All
Nyamira County,Nyamira North Sub County,Magwagwa Ward,Esianyi Dispensary,2026,CXCA_SCRN_Number screened Target,58.0,All,All,All
Nyamira County,Nyamira North Sub County,Magwagwa Ward,Gisage Dispensary,2026,CXCA_SCRN_Number screened Target,1.0,All,All,All
Nyamira County,Nyamira North Sub County,Magwagwa Ward,Magwagwa Health Centre,2026,CXCA_SCRN_Number screened Target,36.0,All,All,All
Nyamira County,Nyamira North Sub County,Magwagwa Ward,Nyamusi Sub-District Hospital,2026,CXCA_SCRN_Number screened Target,46.0,All,All,All
Nyamira County,Nyamira Sub County,Bogichora Ward,Bosiango Health Centre,2026,CXCA_SCRN_Number screened Target,38.0,All,All,All
Nyamira County,Nyamira Sub County,Bogichora Ward,Embonga Health Centre,2026,CXCA_SCRN_Number screened Target,1.0,All,All,All
Nyamira County,Nyamira Sub County,Bogichora Ward,Gianchore Health Centre,2026,CXCA_SCRN_Number screened Target,4.0,All,All,All
Nyamira County,Nyamira Sub County,Bogichora Ward,Kenyambi Health Centre (Nyamira),2026,CXCA_SCRN_Number screened Target,16.0,All,All,All
Nyamira County,Nyamira Sub County,Bogichora Ward,Ogango Health Centre,2026,CXCA_SCRN_Number screened Target,68.0,All,All,All
Nyamira County,Nyamira Sub County,Bonyamatuta Ward,Kenyerere Health Centre (Nyamira),2026,CXCA_SCRN_Number screened Target,7.0,All,All,All
Nyamira County,Nyamira Sub County,Bosamaro Ward,Riongige Dispensary,2026,CXCA_SCRN_Number screened Target,4.0,All,All,All
Nyamira County,Nyamira Sub County,Bosamaro Ward,Tinga Health Centre,2026,CXCA_SCRN_Number screened Target,40.0,All,All,All
Nyamira County,Nyamira Sub County,Nyamaiya Ward,Motontera Dispensary,2026,CXCA_SCRN_Number screened Target,7.0,All,All,All
Nyamira County,Nyamira Sub County,Nyamaiya Ward,Nyamaiya Health Centre,2026,CXCA_SCRN_Number screened Target,112.0,All,All,All
Nyamira County,Nyamira Sub County,Nyamaiya Ward,Nyansabakwa Health Centre,2026,CXCA_SCRN_Number screened Target,27.0,All,All,All
Nyamira County,Nyamira Sub County,Nyamaiya Ward,Nyansangio Dispensary,2026,CXCA_SCRN_Number screened Target,38.0,All,All,All
Nyamira County,Nyamira Sub County,Township Ward,Nyamira County Refferal Hospital,2026,CXCA_SCRN_Number screened Target,239.0,All,All,All
Vihiga County,Emuhaya Sub County,Central Bunyore Ward,Emusire Health Centre,2026,CXCA_SCRN_Number screened Target,54.0,All,All,All
Vihiga County,Emuhaya Sub County,North East Bunyore Ward,Ebusiratsi Health Centre,2026,CXCA_SCRN_Number screened Target,51.0,All,All,All
Vihiga County,Emuhaya Sub County,North East Bunyore Ward,Ematsuli Dispensary,2026,CXCA_SCRN_Number screened Target,18.0,All,All,All
Vihiga County,Emuhaya Sub County,North East Bunyore Ward,Esiarambatsi Health Centre,2026,CXCA_SCRN_Number screened Target,47.0,All,All,All
Vihiga County,Emuhaya Sub County,West Bunyore Ward,Ebukanga Dispensary,2026,CXCA_SCRN_Number screened Target,5.0,All,All,All
Vihiga County,Emuhaya Sub County,West Bunyore Ward,Ipali Health Centre,2026,CXCA_SCRN_Number screened Target,118.0,All,All,All
Vihiga County,Hamisi Sub County,Banja Ward,Banja Health Centre,2026,CXCA_SCRN_Number screened Target,78.0,All,All,All
Vihiga County,Hamisi Sub County,Gisambai Ward,Hamisi Sub County Referral Hospital,2026,CXCA_SCRN_Number screened Target,76.0,All,All,All
Vihiga County,Hamisi Sub County,Jepkoyai Ward,Tigoi Health Centre,2026,CXCA_SCRN_Number screened Target,79.0,All,All,All
Vihiga County,Hamisi Sub County,Muhudu Ward,Kaptech Dispensary,2026,CXCA_SCRN_Number screened Target,11.0,All,All,All
Vihiga County,Hamisi Sub County,Shamakhokho Ward,Mago Care Health Centre,2026,CXCA_SCRN_Number screened Target,18.0,All,All,All
Vihiga County,Hamisi Sub County,Shamakhokho Ward,Serem Health Centre,2026,CXCA_SCRN_Number screened Target,116.0,All,All,All
Vihiga County,Hamisi Sub County,Shiru Ward,Jumuia Friends Hospital Kaimosi,2026,CXCA_SCRN_Number screened Target,86.0,All,All,All
Vihiga County,Hamisi Sub County,Shiru Ward,Kaptisi Dispensary,2026,CXCA_SCRN_Number screened Target,5.0,All,All,All
Vihiga County,Hamisi Sub County,Shiru Ward,Shiru Health Centre,2026,CXCA_SCRN_Number screened Target,113.0,All,All,All
Vihiga County,Hamisi Sub County,Tambua Ward,Boyani Dispensary,2026,CXCA_SCRN_Number screened Target,3.0,All,All,All
Vihiga County,Hamisi Sub County,Tambua Ward,Likindu Health Centre,2026,CXCA_SCRN_Number screened Target,32.0,All,All,All
Vihiga County,Luanda Sub County,Emabungo Ward,Emuhaya Sub County Referral Hospital,2026,CXCA_SCRN_Number screened Target,62.0,All,All,All
Vihiga County,Luanda Sub County,Emabungo Ward,Kima Mission Hospital,2026,CXCA_SCRN_Number screened Target,20.0,All,All,All
Vihiga County,Luanda Sub County,Luanda South Ward,Ekwanda Health Centre,2026,CXCA_SCRN_Number screened Target,76.0,All,All,All
Vihiga County,Luanda Sub County,Luanda Township Ward,Equator Nursing and Maternity Home,2026,CXCA_SCRN_Number screened Target,3.0,All,All,All
Vihiga County,Luanda Sub County,Luanda Township Ward,Luanda Town Dispensary,2026,CXCA_SCRN_Number screened Target,41.0,All,All,All
Vihiga County,Luanda Sub County,Mwibona Ward,Ebusyubi Dispensary,2026,CXCA_SCRN_Number screened Target,17.0,All,All,All
Vihiga County,Luanda Sub County,Wemilabi Ward,Emusenjeli Dispensary,2026,CXCA_SCRN_Number screened Target,1.0,All,All,All
Vihiga County,Luanda Sub County,Wemilabi Ward,Musitinyi Dispensary,2026,CXCA_SCRN_Number screened Target,11.0,All,All,All
Vihiga County,Sabatia Sub County,Busali Ward,Bugina Health Centre,2026,CXCA_SCRN_Number screened Target,67.0,All,All,All
Vihiga County,Sabatia Sub County,Lyaduywa/Izava Ward,Munoywa Dispensary,2026,CXCA_SCRN_Number screened Target,9.0,All,All,All
Vihiga County,Sabatia Sub County,Lyaduywa/Izava Ward,Nadanya Dispensary,2026,CXCA_SCRN_Number screened Target,16.0,All,All,All
Vihiga County,Sabatia Sub County,North Maragoli Ward,Inyali Dispensary,2026,CXCA_SCRN_Number screened Target,32.0,All,All,All
Vihiga County,Sabatia Sub County,West Sabatia Ward,Kegondi Health Centre,2026,CXCA_SCRN_Number screened Target,20.0,All,All,All
Vihiga County,Sabatia Sub County,Wodanga Ward,Givudimbuli Health Centre,2026,CXCA_SCRN_Number screened Target,38.0,All,All,All
Vihiga County,Sabatia Sub County,Wodanga Ward,Sabatia Health Centre,2026,CXCA_SCRN_Number screened Target,104.0,All,All,All
Vihiga County,Vihiga Sub County,Central Maragoli Ward,Bugamangi Dispensary,2026,CXCA_SCRN_Number screened Target,7.0,All,All,All
Vihiga County,Vihiga Sub County,Central Maragoli Ward,Vihiga Health Centre,2026,CXCA_SCRN_Number screened Target,83.0,All,All,All
Vihiga County,Vihiga Sub County,Lugaga-wamuluma Ward,Iduku Dispensary,2026,CXCA_SCRN_Number screened Target,9.0,All,All,All
Vihiga County,Vihiga Sub County,Lugaga-wamuluma Ward,Mbale Rural Health Training Centre,2026,CXCA_SCRN_Number screened Target,106.0,All,All,All
Vihiga County,Vihiga Sub County,Lugaga-wamuluma Ward,Vihiga County Referral Hosptial,2026,CXCA_SCRN_Number screened Target,261.0,All,All,All
Vihiga County,Vihiga Sub County,Mungoma Ward,Lyanaginga Health Centre,2026,CXCA_SCRN_Number screened Target,32.0,All,All,All
Vihiga County,Vihiga Sub County,Mungoma Ward,Mulele Dispensary,2026,CXCA_SCRN_Number screened Target,16.0,All,All,All
Vihiga County,Vihiga Sub County,South Maragoli Ward,Enzaro Health Centre,2026,CXCA_SCRN_Number screened Target,22.0,All,All,All
Kakamega County,Butere Sub County,Marama Central Ward,Butere County Hospital,2025,GEND_GBV_Sexual violence Target,235.0,All,All,All
Kakamega County,Butere Sub County,Marama Central Ward,Imanga Health Centre,2025,GEND_GBV_Sexual violence Target,7.0,All,All,All
Kakamega County,Butere Sub County,Marama Central Ward,Shitsitswi Health Centre,2025,GEND_GBV_Sexual violence Target,54.0,All,All,All
Kakamega County,Butere Sub County,Marama North Ward,Eshimukoko Health Centre,2025,GEND_GBV_Sexual violence Target,17.0,All,All,All
Kakamega County,Butere Sub County,Marama North Ward,Lukohe Health Centre,2025,GEND_GBV_Sexual violence Target,4.0,All,All,All
Kakamega County,Butere Sub County,Marama North Ward,Shiraha Health Centre,2025,GEND_GBV_Sexual violence Target,13.0,All,All,All
Kakamega County,Butere Sub County,Marama South Ward,Manyala Sub-County  Hospital,2025,GEND_GBV_Sexual violence Target,153.0,All,All,All
Kakamega County,Butere Sub County,Marama West Ward,Iranda Health Centre,2025,GEND_GBV_Sexual violence Target,4.0,All,All,All
Kakamega County,Butere Sub County,Marama West Ward,Shisaba Dispensary,2025,GEND_GBV_Sexual violence Target,101.0,All,All,All
Kakamega County,Butere Sub County,Marenyo-shianda Ward,Mabole Health Centre,2025,GEND_GBV_Sexual violence Target,103.0,All,All,All
Kakamega County,Butere Sub County,Marenyo-shianda Ward,Shikunga Health Centre,2025,GEND_GBV_Sexual violence Target,37.0,All,All,All
Kakamega County,Ikolomani Sub County,Idakho Central Ward,Buyemi Dispensary(Ikolomani),2025,GEND_GBV_Sexual violence Target,10.0,All,All,All
Kakamega County,Ikolomani Sub County,Idakho Central Ward,Murudef Clinic,2025,GEND_GBV_Sexual violence Target,6.0,All,All,All
Kakamega County,Ikolomani Sub County,Idakho Central Ward,Shibwe Sub-County Hospital,2025,GEND_GBV_Sexual violence Target,73.0,All,All,All
Kakamega County,Ikolomani Sub County,Idakho East Ward,Iguhu County Hospital,2025,GEND_GBV_Sexual violence Target,274.0,All,All,All
Kakamega County,Ikolomani Sub County,Idakho East Ward,Savane Dispensary,2025,GEND_GBV_Sexual violence Target,32.0,All,All,All
Kakamega County,Ikolomani Sub County,Idakho North Ward,Imulama Dispensary,2025,GEND_GBV_Sexual violence Target,1.0,All,All,All
Kakamega County,Ikolomani Sub County,Idakho North Ward,Shiseso Health Centre,2025,GEND_GBV_Sexual violence Target,36.0,All,All,All
Kakamega County,Ikolomani Sub County,Idakho South Ward,Eregi Mission Health Centre,2025,GEND_GBV_Sexual violence Target,47.0,All,All,All
Kakamega County,Ikolomani Sub County,Idakho South Ward,Imalaba Dispensary,2025,GEND_GBV_Sexual violence Target,20.0,All,All,All
Kakamega County,Ikolomani Sub County,Idakho South Ward,Kilingili Health Centre,2025,GEND_GBV_Sexual violence Target,163.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa Central Ward,Mulwanda Dispensary,2025,GEND_GBV_Sexual violence Target,4.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa Central Ward,Mundoli Health Centre,2025,GEND_GBV_Sexual violence Target,8.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa Central Ward,Namasoli Health Centre,2025,GEND_GBV_Sexual violence Target,39.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa Central Ward,Sonak Clinic,2025,GEND_GBV_Sexual violence Target,4.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa East Ward,Eshinutsa Health Centre,2025,GEND_GBV_Sexual violence Target,13.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa North Ward,Khwisero Health Centre,2025,GEND_GBV_Sexual violence Target,195.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa North Ward,Mundobelwa Health Centre,2025,GEND_GBV_Sexual violence Target,9.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa North Ward,Mwikalikha Health Centre,2025,GEND_GBV_Sexual violence Target,1.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa West Ward,Ebuhala Health Centre,2025,GEND_GBV_Sexual violence Target,1.0,All,All,All
Kakamega County,Likuyani Sub County,Kongoni Ward,Kongoni Health Centre,2025,GEND_GBV_Sexual violence Target,109.0,All,All,All
Kakamega County,Likuyani Sub County,Likuyani Ward,Likuyani Sub-District Hospital,2025,GEND_GBV_Sexual violence Target,77.0,All,All,All
Kakamega County,Likuyani Sub County,Likuyani Ward,Lumino Dispensary,2025,GEND_GBV_Sexual violence Target,4.0,All,All,All
Kakamega County,Likuyani Sub County,Likuyani Ward,Seregeya Dispensary,2025,GEND_GBV_Sexual violence Target,4.0,All,All,All
Kakamega County,Likuyani Sub County,Likuyani Ward,Turbo Forest Dispensary,2025,GEND_GBV_Sexual violence Target,2.0,All,All,All
Kakamega County,Likuyani Sub County,Nzoia Ward,Matunda Sub-District Hospital,2025,GEND_GBV_Sexual violence Target,120.0,All,All,All
Kakamega County,Likuyani Sub County,Sango Ward,Sango Dispensary,2025,GEND_GBV_Sexual violence Target,34.0,All,All,All
Kakamega County,Likuyani Sub County,Sango Ward,Soy Sambu Dispensary,2025,GEND_GBV_Sexual violence Target,36.0,All,All,All
Kakamega County,Likuyani Sub County,Sinoko Ward,Mlimani Dispensary,2025,GEND_GBV_Sexual violence Target,1.0,All,All,All
Kakamega County,Lugari Sub County,Chekalini Ward,Chekalini Health Centre,2025,GEND_GBV_Sexual violence Target,48.0,All,All,All
Kakamega County,Lugari Sub County,Chekalini Ward,Mapengo Dispensary,2025,GEND_GBV_Sexual violence Target,6.0,All,All,All
Kakamega County,Lugari Sub County,Chekalini Ward,Musembe Dispensary (Lugari),2025,GEND_GBV_Sexual violence Target,34.0,All,All,All
Kakamega County,Lugari Sub County,Chekalini Ward,St Charles Lwanga Health Centre,2025,GEND_GBV_Sexual violence Target,94.0,All,All,All
Kakamega County,Lugari Sub County,Chevaywa Ward,Lumani Dispensary,2025,GEND_GBV_Sexual violence Target,37.0,All,All,All
Kakamega County,Lugari Sub County,Chevaywa Ward,Matete Health Centre,2025,GEND_GBV_Sexual violence Target,259.0,All,All,All
Kakamega County,Lugari Sub County,Lugari Ward,Lugari Forest Dispensary,2025,GEND_GBV_Sexual violence Target,6.0,All,All,All
Kakamega County,Lugari Sub County,Lumakanda Ward,Lumakanda District Hospital,2025,GEND_GBV_Sexual violence Target,234.0,All,All,All
Kakamega County,Lugari Sub County,Lumakanda Ward,Majengo Dispensary,2025,GEND_GBV_Sexual violence Target,6.0,All,All,All
Kakamega County,Lugari Sub County,Lumakanda Ward,National Youth Service Dispensary (Turbo),2025,GEND_GBV_Sexual violence Target,24.0,All,All,All
Kakamega County,Lugari Sub County,Lwandeti Ward,Mahanga Dispensary,2025,GEND_GBV_Sexual violence Target,11.0,All,All,All
Kakamega County,Lugari Sub County,Lwandeti Ward,Maturu Dispensary,2025,GEND_GBV_Sexual violence Target,76.0,All,All,All
Kakamega County,Lugari Sub County,Lwandeti Ward,Nzoia Matete Dispensary,2025,GEND_GBV_Sexual violence Target,18.0,All,All,All
Kakamega County,Lugari Sub County,Mautuma Ward,Mautuma Sub-District Hospital,2025,GEND_GBV_Sexual violence Target,167.0,All,All,All
Kakamega County,Lugari Sub County,Mautuma Ward,Mukuyu Dispensary,2025,GEND_GBV_Sexual violence Target,69.0,All,All,All
Kakamega County,Lurambi Sub County,Butsotso Central Ward,Emusanda Dispensary,2025,GEND_GBV_Sexual violence Target,27.0,All,All,All
Kakamega County,Lurambi Sub County,Butsotso Central Ward,Eshikhuyu Dispensary,2025,GEND_GBV_Sexual violence Target,1.0,All,All,All
Kakamega County,Lurambi Sub County,Butsotso East Ward,Emukaba Dispensary,2025,GEND_GBV_Sexual violence Target,6.0,All,All,All
Kakamega County,Lurambi Sub County,Butsotso South Ward,Bukura Health Centre,2025,GEND_GBV_Sexual violence Target,162.0,All,All,All
Kakamega County,Lurambi Sub County,Butsotso South Ward,Elukhambi Dispensary,2025,GEND_GBV_Sexual violence Target,9.0,All,All,All
Kakamega County,Lurambi Sub County,Butsotso South Ward,Isumba Dispensary,2025,GEND_GBV_Sexual violence Target,4.0,All,All,All
Kakamega County,Lurambi Sub County,Butsotso South Ward,Matioli Dispensary,2025,GEND_GBV_Sexual violence Target,24.0,All,All,All
Kakamega County,Lurambi Sub County,Mahiakalo Ward,Approved Dispensary,2025,GEND_GBV_Sexual violence Target,48.0,All,All,All
Kakamega County,Lurambi Sub County,Mahiakalo Ward,Sakali Dispensary,2025,GEND_GBV_Sexual violence Target,2.0,All,All,All
Kakamega County,Lurambi Sub County,Sheywe Ward,KANCO DIC Kakamega,2025,GEND_GBV_Sexual violence Target,51.0,All,All,All
Kakamega County,Lurambi Sub County,Sheywe Ward,Nabongo Dispensary,2025,GEND_GBV_Sexual violence Target,64.0,All,All,All
Kakamega County,Lurambi Sub County,Shirere Ward,Ap Line Dispensary,2025,GEND_GBV_Sexual violence Target,46.0,All,All,All
Kakamega County,Lurambi Sub County,Shirere Ward,Elwesero Health Center,2025,GEND_GBV_Sexual violence Target,57.0,All,All,All
Kakamega County,Lurambi Sub County,Shirere Ward,Kakamega Provincial General Hospital (PGH),2025,GEND_GBV_Sexual violence Target,182.0,All,All,All
Kakamega County,Lurambi Sub County,Shirere Ward,Nala Maternity and Nursing Home,2025,GEND_GBV_Sexual violence Target,60.0,All,All,All
Kakamega County,Malava Sub County,Butali/Chegulo Ward,Chebwai Mission Dispensary,2025,GEND_GBV_Sexual violence Target,2.0,All,All,All
Kakamega County,Malava Sub County,Butali/Chegulo Ward,Chegulo Dispensary,2025,GEND_GBV_Sexual violence Target,8.0,All,All,All
Kakamega County,Malava Sub County,Chemuche Ward,Kimangeti Dispensary,2025,GEND_GBV_Sexual violence Target,15.0,All,All,All
Kakamega County,Malava Sub County,Chemuche Ward,Muting'ong'o Dispensary,2025,GEND_GBV_Sexual violence Target,10.0,All,All,All
Kakamega County,Malava Sub County,East Kabras Ward,Kuvasali Health Centre,2025,GEND_GBV_Sexual violence Target,32.0,All,All,All
Kakamega County,Malava Sub County,Manda-shivanga Ward,Chimoi Dispensary,2025,GEND_GBV_Sexual violence Target,7.0,All,All,All
Kakamega County,Malava Sub County,Manda-shivanga Ward,Manda Dispensary,2025,GEND_GBV_Sexual violence Target,39.0,All,All,All
Kakamega County,Malava Sub County,Manda-shivanga Ward,Namagara Dispensary,2025,GEND_GBV_Sexual violence Target,10.0,All,All,All
Kakamega County,Malava Sub County,Manda-shivanga Ward,Shivanga Health Centre,2025,GEND_GBV_Sexual violence Target,11.0,All,All,All
Kakamega County,Malava Sub County,Shirungu-mugai Ward,Chombeli Health Centre,2025,GEND_GBV_Sexual violence Target,49.0,All,All,All
Kakamega County,Malava Sub County,Shirungu-mugai Ward,Malava County Hospital,2025,GEND_GBV_Sexual violence Target,195.0,All,All,All
Kakamega County,Malava Sub County,Shirungu-mugai Ward,Malekha Dispensary,2025,GEND_GBV_Sexual violence Target,2.0,All,All,All
Kakamega County,Malava Sub County,Shirungu-mugai Ward,Mugai Dispensary,2025,GEND_GBV_Sexual violence Target,15.0,All,All,All
Kakamega County,Malava Sub County,South Kabras Ward,Chevoso Dispensary,2025,GEND_GBV_Sexual violence Target,56.0,All,All,All
Kakamega County,Malava Sub County,South Kabras Ward,Shamberere Dispensary,2025,GEND_GBV_Sexual violence Target,244.0,All,All,All
Kakamega County,Malava Sub County,South Kabras Ward,Shihome Dispensary,2025,GEND_GBV_Sexual violence Target,55.0,All,All,All
Kakamega County,Malava Sub County,West Kabras Ward,Imbiakalo Dispensary,2025,GEND_GBV_Sexual violence Target,11.0,All,All,All
Kakamega County,Matungu Sub County,Khalaba Ward,Khalaba Health Centre,2025,GEND_GBV_Sexual violence Target,32.0,All,All,All
Kakamega County,Matungu Sub County,Kholera Ward,Namulungu Dispensary,2025,GEND_GBV_Sexual violence Target,17.0,All,All,All
Kakamega County,Matungu Sub County,Kholera Ward,Shibanze Dispensary,2025,GEND_GBV_Sexual violence Target,6.0,All,All,All
Kakamega County,Matungu Sub County,Koyonzo Ward,Indangalasia Dispensary,2025,GEND_GBV_Sexual violence Target,6.0,All,All,All
Kakamega County,Matungu Sub County,Koyonzo Ward,Mung'ung'u Dispensary,2025,GEND_GBV_Sexual violence Target,1.0,All,All,All
Kakamega County,Matungu Sub County,Mayoni Ward,Matungu Sub-county Hospital,2025,GEND_GBV_Sexual violence Target,370.0,All,All,All
Kakamega County,Matungu Sub County,Namamali Ward,Lung'anyiro Health Centre,2025,GEND_GBV_Sexual violence Target,27.0,All,All,All
Kakamega County,Matungu Sub County,Namamali Ward,Mirere Health Centre,2025,GEND_GBV_Sexual violence Target,8.0,All,All,All
Kakamega County,Mumias East Sub County,East Wanga Ward,Eluche Dispensary,2025,GEND_GBV_Sexual violence Target,2.0,All,All,All
Kakamega County,Mumias East Sub County,East Wanga Ward,Khaunga Dispensary,2025,GEND_GBV_Sexual violence Target,53.0,All,All,All
Kakamega County,Mumias East Sub County,East Wanga Ward,Mung'ang'a Dispensary,2025,GEND_GBV_Sexual violence Target,15.0,All,All,All
Kakamega County,Mumias East Sub County,East Wanga Ward,Shianda Dispensary,2025,GEND_GBV_Sexual violence Target,46.0,All,All,All
Kakamega County,Mumias East Sub County,Lusheya/Lubinu Ward,Elwasambi Dispensary,2025,GEND_GBV_Sexual violence Target,6.0,All,All,All
Kakamega County,Mumias East Sub County,Lusheya/Lubinu Ward,Kamashia Dispensary,2025,GEND_GBV_Sexual violence Target,1.0,All,All,All
Kakamega County,Mumias East Sub County,Lusheya/Lubinu Ward,Lusheya Health Centre,2025,GEND_GBV_Sexual violence Target,32.0,All,All,All
Kakamega County,Mumias East Sub County,Malaha/Isongo/Makunga Ward,Makunga Rhdc,2025,GEND_GBV_Sexual violence Target,67.0,All,All,All
Kakamega County,Mumias East Sub County,Malaha/Isongo/Makunga Ward,Malaha Dispensary,2025,GEND_GBV_Sexual violence Target,47.0,All,All,All
Kakamega County,Mumias East Sub County,Malaha/Isongo/Makunga Ward,Nyaporo Dispensary,2025,GEND_GBV_Sexual violence Target,25.0,All,All,All
Kakamega County,Mumias West Sub County,Etenje Ward,Bukaya Health Centre,2025,GEND_GBV_Sexual violence Target,55.0,All,All,All
Kakamega County,Mumias West Sub County,Etenje Ward,Eshikulu Dispensary,2025,GEND_GBV_Sexual violence Target,7.0,All,All,All
Kakamega County,Mumias West Sub County,Mumias Central Ward,Mumias Level IV Hospital,2025,GEND_GBV_Sexual violence Target,10.0,All,All,All
Kakamega County,Mumias West Sub County,Mumias Central Ward,Mumias Model Health Centre,2025,GEND_GBV_Sexual violence Target,4.0,All,All,All
Kakamega County,Mumias West Sub County,Mumias North Ward,Mumias Sugar Dispensary,2025,GEND_GBV_Sexual violence Target,1.0,All,All,All
Kakamega County,Mumias West Sub County,Musanda Ward,Bungasi Health Centre,2025,GEND_GBV_Sexual violence Target,37.0,All,All,All
Kakamega County,Mumias West Sub County,Musanda Ward,Musanda Dispensary,2025,GEND_GBV_Sexual violence Target,32.0,All,All,All
Kakamega County,Navakholo Sub County,Bunyala Central Ward,Buchangu Dispensary,2025,GEND_GBV_Sexual violence Target,17.0,All,All,All
Kakamega County,Navakholo Sub County,Bunyala Central Ward,Navakholo Sub-District Hospital,2025,GEND_GBV_Sexual violence Target,45.0,All,All,All
Kakamega County,Navakholo Sub County,Bunyala East Ward,Lutaso Dispensary,2025,GEND_GBV_Sexual violence Target,17.0,All,All,All
Kakamega County,Navakholo Sub County,Bunyala East Ward,Namirama Dispensary,2025,GEND_GBV_Sexual violence Target,2.0,All,All,All
Kakamega County,Navakholo Sub County,Bunyala East Ward,Sivilie Health Centre,2025,GEND_GBV_Sexual violence Target,9.0,All,All,All
Kakamega County,Navakholo Sub County,Bunyala West Ward,Budonga Dispensary,2025,GEND_GBV_Sexual violence Target,8.0,All,All,All
Kakamega County,Navakholo Sub County,Bunyala West Ward,Butingo Dispensary,2025,GEND_GBV_Sexual violence Target,8.0,All,All,All
Kakamega County,Navakholo Sub County,Bunyala West Ward,Kharanda Health Centre,2025,GEND_GBV_Sexual violence Target,38.0,All,All,All
Kakamega County,Navakholo Sub County,Ingoste-matiha Ward,Bushiri Health Centre,2025,GEND_GBV_Sexual violence Target,244.0,All,All,All
Kakamega County,Navakholo Sub County,Ingoste-matiha Ward,Ematiha Dispensary,2025,GEND_GBV_Sexual violence Target,22.0,All,All,All
Kakamega County,Navakholo Sub County,Shinoyi-shikomari-esumeiya Ward,Eshiongo Dispensary,2025,GEND_GBV_Sexual violence Target,32.0,All,All,All
Kakamega County,Shinyalu Sub County,Isukha Central Ward,Musembe Dispensary,2025,GEND_GBV_Sexual violence Target,7.0,All,All,All
Kakamega County,Shinyalu Sub County,Isukha Central Ward,Shinyalu Health Centre,2025,GEND_GBV_Sexual violence Target,154.0,All,All,All
Kakamega County,Shinyalu Sub County,Isukha Central Ward,Virhembe Dispensary,2025,GEND_GBV_Sexual violence Target,34.0,All,All,All
Kakamega County,Shinyalu Sub County,Isukha East Ward,Ikuywa Dispensary,2025,GEND_GBV_Sexual violence Target,21.0,All,All,All
Kakamega County,Shinyalu Sub County,Isukha East Ward,Ileho Health Centre,2025,GEND_GBV_Sexual violence Target,69.0,All,All,All
Kakamega County,Shinyalu Sub County,Isukha North Ward,Kambiri Health Centre,2025,GEND_GBV_Sexual violence Target,104.0,All,All,All
Kakamega County,Shinyalu Sub County,Isukha South Ward,Chief Milimu Dispensary,2025,GEND_GBV_Sexual violence Target,18.0,All,All,All
Kakamega County,Shinyalu Sub County,Isukha South Ward,Shikusi Dispensary,2025,GEND_GBV_Sexual violence Target,60.0,All,All,All
Kakamega County,Shinyalu Sub County,Isukha West Ward,Mugomari Dispensary,2025,GEND_GBV_Sexual violence Target,4.0,All,All,All
Kakamega County,Shinyalu Sub County,Isukha West Ward,Vikunga Dispensary,2025,GEND_GBV_Sexual violence Target,7.0,All,All,All
Kakamega County,Shinyalu Sub County,Murhanda Ward,Ivochio Dispensary,2025,GEND_GBV_Sexual violence Target,2.0,All,All,All
Kakamega County,Shinyalu Sub County,Murhanda Ward,Shamakhubu Health Centre,2025,GEND_GBV_Sexual violence Target,54.0,All,All,All
Kisumu County,Kisumu Central Sub County,Kondele Ward,Keeping Alive Societys Hope,2025,GEND_GBV_Sexual violence Target,38.0,All,All,All
Kisumu County,Kisumu Central Sub County,Kondele Ward,Nightingale Medical Centre,2025,GEND_GBV_Sexual violence Target,78.0,All,All,All
Kisumu County,Kisumu Central Sub County,Migosi Ward,Migosi Sub County Hospital,2025,GEND_GBV_Sexual violence Target,88.0,All,All,All
Kisumu County,Kisumu Central Sub County,Nyalenda B Ward,Jones &Ring Road Health Clinic,2025,GEND_GBV_Sexual violence Target,14.0,All,All,All
Kisumu County,Kisumu Central Sub County,Nyalenda B Ward,Nyalenda Health Centre,2025,GEND_GBV_Sexual violence Target,39.0,All,All,All
Kisumu County,Kisumu Central Sub County,Railways Ward,K-Met Corkran Medical Clinic,2025,GEND_GBV_Sexual violence Target,39.0,All,All,All
Kisumu County,Kisumu Central Sub County,Shauri Moyo Kaloleni Ward,Star Maternity & Nursing Home,2025,GEND_GBV_Sexual violence Target,63.0,All,All,All
Kisumu County,Kisumu East Sub County,Kajulu Ward,Disciples of Mercy Clinic,2025,GEND_GBV_Sexual violence Target,24.0,All,All,All
Kisumu County,Kisumu East Sub County,Kajulu Ward,Gita Sub County Hospital,2025,GEND_GBV_Sexual violence Target,38.0,All,All,All
