County,Sub County,Ward,PRISM Facility Name,FY,Indicator,value,Gender,Coarse Age Group,Finer Age Group
Kakamega County,Lurambi Sub County,Shirere Ward,Kakamega Provincial General Hospital (PGH),2025,Positive,2.0,All,All,All
Kisumu County,Kisumu Central Sub County,Migosi Ward,Migosi Sub County Hospital,2025,Positive,3.0,All,All,All
Kisumu County,Kisumu East Sub County,Manyatta B Ward,Kuoyo Health Center,2025,Positive,1.0,All,All,All
Kisumu County,Kisumu West Sub County,North West Kisumu Ward,Chulaimbo Sub District Hospital,2025,Positive,3.0,All,All,All
Kisumu County,Kisumu West Sub County,South West Kisumu Ward,Ober Kamoth Sub County Hospital,2025,Positive,1.0,All,All,All
Nyamira County,Masaba North Sub County,Rigoma Ward,Masaba District Hospital,2025,Positive,2.0,All,All,All
Nyamira County,Nyamira Sub County,Township Ward,Nyamira County Refferal Hospital,2025,Positive,2.0,All,All,All
Vihiga County,Hamisi Sub County,Shiru Ward,Shiru Health Centre,2025,Positive,1.0,All,All,All
Vihiga County,Vihiga Sub County,Lugaga-wamuluma Ward,Mbale Rural Health Training Centre,2025,Positive,2.0,All,All,All
Kakamega County,Butere Sub County,Marama Central Ward,Butere County Hospital,2026,Positive,3.0,All,All,All
Kakamega County,Butere Sub County,Marama Central Ward,Imanga Health Centre,2026,Positive,1.0,All,All,All
Kakamega County,Butere Sub County,Marama Central Ward,Shitsitswi Health Centre,2026,Positive,1.0,All,All,All
Kakamega County,Butere Sub County,Marama North Ward,Eshimukoko Health Centre,2026,Positive,2.0,All,All,All
Kakamega County,Butere Sub County,Marama North Ward,Shiraha Health Centre,2026,Positive,2.0,All,All,All
Kakamega County,Butere Sub County,Marama South Ward,Manyala Sub-County  Hospital,2026,Positive,2.0,All,All,All
Kakamega County,Butere Sub County,Marama West Ward,Shisaba Dispensary,2026,Positive,2.0,All,All,All
Kakamega County,Ikolomani Sub County,Idakho Central Ward,Shibwe Sub-County Hospital,2026,Positive,2.0,All,All,All
Kakamega County,Ikolomani Sub County,Idakho East Ward,Iguhu County Hospital,2026,Positive,1.0,All,All,All
Kakamega County,Ikolomani Sub County,Idakho East Ward,Shikokho Dispensary,2026,Positive,1.0,All,All,All
Kakamega County,Ikolomani Sub County,Idakho North Ward,Shiseso Health Centre,2026,Positive,2.0,All,All,All
Kakamega County,Ikolomani Sub County,Idakho South Ward,Kilingili Health Centre,2026,Positive,1.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa Central Ward,Ekambuli Health Centre,2026,Positive,1.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa Central Ward,Mulwanda Dispensary,2026,Positive,1.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa Central Ward,Namasoli Health Centre,2026,Positive,3.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa North Ward,Khwisero Health Centre,2026,Positive,2.0,All,All,All
Kakamega County,Likuyani Sub County,Likuyani Ward,Likuyani Sub-District Hospital,2026,Positive,2.0,All,All,All
Kakamega County,Likuyani Sub County,Nzoia Ward,Mabusi Health Centre,2026,Positive,2.0,All,All,All
Kakamega County,Likuyani Sub County,Nzoia Ward,Matunda Sub-District Hospital,2026,Positive,2.0,All,All,All
Kakamega County,Likuyani Sub County,Sango Ward,Sango Dispensary,2026,Positive,2.0,All,All,All
Kakamega County,Lugari Sub County,Chekalini Ward,Chekalini Health Centre,2026,Positive,2.0,All,All,All
Kakamega County,Lugari Sub County,Chevaywa Ward,Matete Health Centre,2026,Positive,2.0,All,All,All
Kakamega County,Lugari Sub County,Lumakanda Ward,Lumakanda District Hospital,2026,Positive,1.0,All,All,All
Kakamega County,Lugari Sub County,Lwandeti Ward,Maturu Dispensary,2026,Positive,2.0,All,All,All
Kakamega County,Lugari Sub County,Mautuma Ward,Mukuyu Dispensary,2026,Positive,2.0,All,All,All
Kakamega County,Lurambi Sub County,Butsotso Central Ward,Emusanda Dispensary,2026,Positive,2.0,All,All,All
Kakamega County,Lurambi Sub County,Butsotso South Ward,Bukura Health Centre,2026,Positive,2.0,All,All,All
Kakamega County,Lurambi Sub County,Mahiakalo Ward,Approved Dispensary,2026,Positive,1.0,All,All,All
Kakamega County,Lurambi Sub County,Shirere Ward,Ap Line Dispensary,2026,Positive,2.0,All,All,All
Kakamega County,Lurambi Sub County,Shirere Ward,Kakamega Provincial General Hospital (PGH),2026,Positive,3.0,All,All,All
Kakamega County,Malava Sub County,East Kabras Ward,Kuvasali Health Centre,2026,Positive,2.0,All,All,All
Kakamega County,Malava Sub County,Shirungu-mugai Ward,Malava County Hospital,2026,Positive,2.0,All,All,All
Kakamega County,Malava Sub County,South Kabras Ward,Shamberere Dispensary,2026,Positive,2.0,All,All,All
Kakamega County,Malava Sub County,South Kabras Ward,Shihome Dispensary,2026,Positive,2.0,All,All,All
Kakamega County,Matungu Sub County,Mayoni Ward,Matungu Sub-county Hospital,2026,Positive,2.0,All,All,All
Kakamega County,Mumias East Sub County,East Wanga Ward,Shianda Dispensary,2026,Positive,2.0,All,All,All
Kakamega County,Mumias East Sub County,Lusheya/Lubinu Ward,Lusheya Health Centre,2026,Positive,2.0,All,All,All
Kakamega County,Mumias East Sub County,Malaha/Isongo/Makunga Ward,Makunga Rhdc,2026,Positive,2.0,All,All,All
Kakamega County,Mumias West Sub County,Etenje Ward,Bukaya Health Centre,2026,Positive,2.0,All,All,All
Kakamega County,Mumias West Sub County,Mumias Central Ward,Mumias Level IV Hospital,2026,Positive,2.0,All,All,All
Kisumu County,Kisumu Central Sub County,Migosi Ward,Migosi Sub County Hospital,2026,Positive,7.0,All,All,All
Kisumu County,Kisumu East Sub County,Kajulu Ward,Gita Sub County Hospital,2026,Positive,2.0,All,All,All
Kisumu County,Kisumu East Sub County,Kolwa East Ward,Chiga Health Center,2026,Positive,2.0,All,All,All
Kisumu County,Kisumu East Sub County,Manyatta B Ward,Kuoyo Health Center,2026,Positive,4.0,All,All,All
Kisumu County,Kisumu West Sub County,Central Kisumu Ward,Airport Health Centre (Kisumu),2026,Positive,3.0,All,All,All
Kisumu County,Kisumu West Sub County,Central Kisumu Ward,St Mark's Lela Health Centre,2026,Positive,2.0,All,All,All
Kisumu County,Kisumu West Sub County,North West Kisumu Ward,Chulaimbo Sub District Hospital,2026,Positive,5.0,All,All,All
Kisumu County,Kisumu West Sub County,South West Kisumu Ward,Ober Kamoth Sub County Hospital,2026,Positive,3.0,All,All,All
Kisumu County,Kisumu West Sub County,South West Kisumu Ward,Ojola Sub County Hospital,2026,Positive,1.0,All,All,All
Nyamira County,Borabu Sub County,Esise Ward,Chepngombe Health Centre,2026,Positive,1.0,All,All,All
Nyamira County,Borabu Sub County,Kiabonyoru Ward,Endiba Health Centre,2026,Positive,1.0,All,All,All
Nyamira County,Borabu Sub County,Mekenene Ward,Mwongori Dispensary,2026,Positive,2.0,All,All,All
Nyamira County,Borabu Sub County,Nyansiongo Ward,Kijauri Sub County Hospital,2026,Positive,3.0,All,All,All
Nyamira County,Borabu Sub County,Nyansiongo Ward,St Joseph's Nyansiongo Health Centre,2026,Positive,2.0,All,All,All
Nyamira County,Manga Sub County,Kamera Ward,Getare Health Centre,2026,Positive,2.0,All,All,All
Nyamira County,Manga Sub County,Kamera Ward,Nyangena Sub County Hospital,2026,Positive,2.0,All,All,All
Nyamira County,Manga Sub County,Manga Ward,Manga District Hospital,2026,Positive,2.0,All,All,All
Nyamira County,Masaba North Sub County,Gesima Ward,Gesima Health Centre,2026,Positive,3.0,All,All,All
Nyamira County,Masaba North Sub County,Gesima Ward,Mochenwa Dispensary,2026,Positive,2.0,All,All,All
Nyamira County,Masaba North Sub County,Rigoma Ward,Masaba District Hospital,2026,Positive,5.0,All,All,All
Nyamira County,Nyamira North Sub County,Bokeira Ward,Matongo Health Centre,2026,Positive,1.0,All,All,All
Nyamira County,Nyamira North Sub County,Ekerenyo Ward,Ekerenyo Sub-District Hospital,2026,Positive,2.0,All,All,All
Nyamira County,Nyamira North Sub County,Itibo Ward,Itibo Mission Health Centre,2026,Positive,2.0,All,All,All
Nyamira County,Nyamira North Sub County,Itibo Ward,Kenyoro Health Centre,2026,Positive,1.0,All,All,All
Nyamira County,Nyamira North Sub County,Magwagwa Ward,Nyamusi Sub-District Hospital,2026,Positive,2.0,All,All,All
Nyamira County,Nyamira Sub County,Bogichora Ward,Gianchore Health Centre,2026,Positive,1.0,All,All,All
Nyamira County,Nyamira Sub County,Bonyamatuta Ward,Kenyerere Health Centre (Nyamira),2026,Positive,2.0,All,All,All
Nyamira County,Nyamira Sub County,Bosamaro Ward,Tinga Health Centre,2026,Positive,2.0,All,All,All
Nyamira County,Nyamira Sub County,Nyamaiya Ward,Nyamaiya Health Centre,2026,Positive,2.0,All,All,All
Nyamira County,Nyamira Sub County,Township Ward,Nyamira County Refferal Hospital,2026,Positive,5.0,All,All,All
Nyamira County,Nyamira Sub County,Township Ward,Nyamira Maternity and Nursing Home/Kinara Hospital,2026,Positive,1.0,All,All,All
Vihiga County,Emuhaya Sub County,Central Bunyore Ward,Emusire Health Centre,2026,Positive,1.0,All,All,All
Vihiga County,Emuhaya Sub County,North East Bunyore Ward,Ebusiratsi Health Centre,2026,Positive,2.0,All,All,All
Vihiga County,Emuhaya Sub County,North East Bunyore Ward,Esiarambatsi Health Centre,2026,Positive,1.0,All,All,All
Vihiga County,Emuhaya Sub County,West Bunyore Ward,Ipali Health Centre,2026,Positive,2.0,All,All,All
Vihiga County,Hamisi Sub County,Gisambai Ward,Hamisi Sub County Referral Hospital,2026,Positive,2.0,All,All,All
Vihiga County,Hamisi Sub County,Jepkoyai Ward,Hema Medical Clinic,2026,Positive,1.0,All,All,All
Vihiga County,Hamisi Sub County,Jepkoyai Ward,Tigoi Health Centre,2026,Positive,2.0,All,All,All
Vihiga County,Hamisi Sub County,Muhudu Ward,Kaptech Dispensary,2026,Positive,1.0,All,All,All
Vihiga County,Hamisi Sub County,Shamakhokho Ward,Serem Health Centre,2026,Positive,2.0,All,All,All
Vihiga County,Hamisi Sub County,Shiru Ward,Jumuia Friends Hospital Kaimosi,2026,Positive,2.0,All,All,All
Vihiga County,Hamisi Sub County,Shiru Ward,Shiru Health Centre,2026,Positive,2.0,All,All,All
Vihiga County,Hamisi Sub County,Tambua Ward,Likindu Health Centre,2026,Positive,1.0,All,All,All
Vihiga County,Luanda Sub County,Emabungo Ward,Emuhaya Sub County Referral Hospital,2026,Positive,2.0,All,All,All
Vihiga County,Luanda Sub County,Emabungo Ward,Kima Mission Hospital,2026,Positive,1.0,All,All,All
Vihiga County,Luanda Sub County,Luanda South Ward,Ekwanda Health Centre,2026,Positive,2.0,All,All,All
Vihiga County,Luanda Sub County,Luanda Township Ward,Equator Nursing and Maternity Home,2026,Positive,1.0,All,All,All
Vihiga County,Luanda Sub County,Luanda Township Ward,Luanda Town Dispensary,2026,Positive,2.0,All,All,All
Vihiga County,Luanda Sub County,Mwibona Ward,Ebusyubi Dispensary,2026,Positive,2.0,All,All,All
Vihiga County,Sabatia Sub County,Lyaduywa/Izava Ward,Itando Mission of Hope and Health Centre,2026,Positive,1.0,All,All,All
Vihiga County,Sabatia Sub County,Lyaduywa/Izava Ward,Munoywa Dispensary,2026,Positive,1.0,All,All,All
Vihiga County,Sabatia Sub County,West Sabatia Ward,Kegondi Health Centre,2026,Positive,2.0,All,All,All
Vihiga County,Sabatia Sub County,Wodanga Ward,Sabatia Health Centre,2026,Positive,2.0,All,All,All
Vihiga County,Vihiga Sub County,Central Maragoli Ward,Vihiga Health Centre,2026,Positive,1.0,All,All,All
Vihiga County,Vihiga Sub County,Lugaga-wamuluma Ward,Mbale Rural Health Training Centre,2026,Positive,4.0,All,All,All
Vihiga County,Vihiga Sub County,Lugaga-wamuluma Ward,Vihiga County Referral Hosptial,2026,Positive,1.0,All,All,All
Vihiga County,Vihiga Sub County,Mungoma Ward,Lyanaginga Health Centre,2026,Positive,1.0,All,All,All
Kakamega County,Butere Sub County,Marama Central Ward,Butere County Hospital,2025,Negative,49.0,All,All,All
Kakamega County,Butere Sub County,Marama Central Ward,Imanga Health Centre,2025,Negative,13.0,All,All,All
Kakamega County,Butere Sub County,Marama Central Ward,Shitsitswi Health Centre,2025,Negative,14.0,All,All,All
Kakamega County,Butere Sub County,Marama North Ward,Eshimukoko Health Centre,2025,Negative,9.0,All,All,All
Kakamega County,Butere Sub County,Marama North Ward,Lukohe Health Centre,2025,Negative,10.0,All,All,All
Kakamega County,Butere Sub County,Marama North Ward,Shiraha Health Centre,2025,Negative,9.0,All,All,All
Kakamega County,Butere Sub County,Marama South Ward,Manyala Sub-County  Hospital,2025,Negative,30.0,All,All,All
Kakamega County,Butere Sub County,Marama West Ward,Iranda Health Centre,2025,Negative,9.0,All,All,All
Kakamega County,Butere Sub County,Marama West Ward,Shisaba Dispensary,2025,Negative,18.0,All,All,All
Kakamega County,Butere Sub County,Marenyo-shianda Ward,Mabole Health Centre,2025,Negative,22.0,All,All,All
Kakamega County,Butere Sub County,Marenyo-shianda Ward,Shikunga Health Centre,2025,Negative,18.0,All,All,All
Kakamega County,Ikolomani Sub County,Idakho Central Ward,Buyemi Dispensary(Ikolomani),2025,Negative,9.0,All,All,All
Kakamega County,Ikolomani Sub County,Idakho Central Ward,Murudef Clinic,2025,Negative,7.0,All,All,All
Kakamega County,Ikolomani Sub County,Idakho Central Ward,Shibwe Sub-County Hospital,2025,Negative,62.0,All,All,All
Kakamega County,Ikolomani Sub County,Idakho Central Ward,Shihalia Dispensary,2025,Negative,6.0,All,All,All
Kakamega County,Ikolomani Sub County,Idakho Central Ward,Shikumu Dispensary,2025,Negative,3.0,All,All,All
Kakamega County,Ikolomani Sub County,Idakho East Ward,Iguhu County Hospital,2025,Negative,51.0,All,All,All
Kakamega County,Ikolomani Sub County,Idakho East Ward,Savane Dispensary,2025,Negative,15.0,All,All,All
Kakamega County,Ikolomani Sub County,Idakho East Ward,Shikokho Dispensary,2025,Negative,4.0,All,All,All
Kakamega County,Ikolomani Sub County,Idakho North Ward,Imulama Dispensary,2025,Negative,4.0,All,All,All
Kakamega County,Ikolomani Sub County,Idakho North Ward,Shiseso Health Centre,2025,Negative,28.0,All,All,All
Kakamega County,Ikolomani Sub County,Idakho South Ward,Eregi Mission Health Centre,2025,Negative,9.0,All,All,All
Kakamega County,Ikolomani Sub County,Idakho South Ward,Imalaba Dispensary,2025,Negative,7.0,All,All,All
Kakamega County,Ikolomani Sub County,Idakho South Ward,Kilingili Health Centre,2025,Negative,29.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa Central Ward,Ekambuli Health Centre,2025,Negative,9.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa Central Ward,Emutsesa Dispensary,2025,Negative,4.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa Central Ward,Mulwanda Dispensary,2025,Negative,20.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa Central Ward,Mundoli Health Centre,2025,Negative,6.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa Central Ward,Namasoli Health Centre,2025,Negative,22.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa Central Ward,Sonak Clinic,2025,Negative,4.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa East Ward,Elwangale Health Centre,2025,Negative,10.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa East Ward,Emalindi Health Centre,2025,Negative,5.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa East Ward,Eshiabwali Health Centre,2025,Negative,13.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa East Ward,Eshinutsa Health Centre,2025,Negative,18.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa North Ward,Khwisero Health Centre,2025,Negative,43.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa North Ward,Mundobelwa Health Centre,2025,Negative,13.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa North Ward,Mwihila Mission Hospital,2025,Negative,13.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa North Ward,Mwikalikha Health Centre,2025,Negative,6.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa West Ward,Ebuhala Health Centre,2025,Negative,9.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa West Ward,Ikomero Dispensary,2025,Negative,7.0,All,All,All
Kakamega County,Khwisero Sub County,Kisa West Ward,Muhaka Dispensary,2025,Negative,21.0,All,All,All
Kakamega County,Likuyani Sub County,Kongoni Ward,Kongoni Health Centre,2025,Negative,22.0,All,All,All
Kakamega County,Likuyani Sub County,Likuyani Ward,Likuyani Sub-District Hospital,2025,Negative,53.0,All,All,All
Kakamega County,Likuyani Sub County,Likuyani Ward,Lumino Dispensary,2025,Negative,4.0,All,All,All
Kakamega County,Likuyani Sub County,Likuyani Ward,Seregeya Dispensary,2025,Negative,9.0,All,All,All
Kakamega County,Likuyani Sub County,Likuyani Ward,Turbo Forest Dispensary,2025,Negative,9.0,All,All,All
Kakamega County,Likuyani Sub County,Nzoia Ward,Beggs Nursing Home (Matunda),2025,Negative,8.0,All,All,All
Kakamega County,Likuyani Sub County,Nzoia Ward,Mabusi Health Centre,2025,Negative,32.0,All,All,All
Kakamega County,Likuyani Sub County,Nzoia Ward,Matunda Maternity,2025,Negative,25.0,All,All,All
Kakamega County,Likuyani Sub County,Nzoia Ward,Matunda Sub-District Hospital,2025,Negative,43.0,All,All,All
Kakamega County,Likuyani Sub County,Sango Ward,Sango Dispensary,2025,Negative,22.0,All,All,All
Kakamega County,Likuyani Sub County,Sango Ward,Soy Sambu Dispensary,2025,Negative,14.0,All,All,All
Kakamega County,Likuyani Sub County,Sinoko Ward,Mlimani Dispensary,2025,Negative,13.0,All,All,All
Kakamega County,Likuyani Sub County,Sinoko Ward,Sinoko Dispensary (Likuyani),2025,Negative,9.0,All,All,All
Kakamega County,Lugari Sub County,Chekalini Ward,Chekalini Health Centre,2025,Negative,30.0,All,All,All
Kakamega County,Lugari Sub County,Chekalini Ward,Mapengo Dispensary,2025,Negative,3.0,All,All,All
Kakamega County,Lugari Sub County,Chekalini Ward,Musembe Dispensary (Lugari),2025,Negative,8.0,All,All,All
Kakamega County,Lugari Sub County,Chekalini Ward,St Charles Lwanga Health Centre,2025,Negative,13.0,All,All,All
Kakamega County,Lugari Sub County,Chevaywa Ward,Lumani Dispensary,2025,Negative,13.0,All,All,All
Kakamega County,Lugari Sub County,Chevaywa Ward,Matete Health Centre,2025,Negative,52.0,All,All,All
Kakamega County,Lugari Sub County,Lugari Ward,Lugari Forest Dispensary,2025,Negative,8.0,All,All,All
Kakamega County,Lugari Sub County,Lugari Ward,Lunyito Dispensary,2025,Negative,9.0,All,All,All
Kakamega County,Lugari Sub County,Lumakanda Ward,Lumakanda District Hospital,2025,Negative,71.0,All,All,All
Kakamega County,Lugari Sub County,Lumakanda Ward,Majengo Dispensary,2025,Negative,8.0,All,All,All
Kakamega County,Lugari Sub County,Lumakanda Ward,Munyuki Dispensary,2025,Negative,8.0,All,All,All
Kakamega County,Lugari Sub County,Lumakanda Ward,National Youth Service Dispensary (Turbo),2025,Negative,7.0,All,All,All
Kakamega County,Lugari Sub County,Lwandeti Ward,Mahanga Dispensary,2025,Negative,6.0,All,All,All
Kakamega County,Lugari Sub County,Lwandeti Ward,Maturu Dispensary,2025,Negative,24.0,All,All,All
Kakamega County,Lugari Sub County,Lwandeti Ward,Nzoia Matete Dispensary,2025,Negative,9.0,All,All,All
Kakamega County,Lugari Sub County,Mautuma Ward,Mautuma Sub-District Hospital,2025,Negative,30.0,All,All,All
Kakamega County,Lugari Sub County,Mautuma Ward,Mbagara Dispensary,2025,Negative,6.0,All,All,All
Kakamega County,Lugari Sub County,Mautuma Ward,Mukuyu Dispensary,2025,Negative,18.0,All,All,All
Kakamega County,Lurambi Sub County,Butsotso Central Ward,Emusanda Dispensary,2025,Negative,34.0,All,All,All
Kakamega County,Lurambi Sub County,Butsotso Central Ward,Eshikhuyu Dispensary,2025,Negative,9.0,All,All,All
Kakamega County,Lurambi Sub County,Butsotso East Ward,Emukaba Dispensary,2025,Negative,17.0,All,All,All
Kakamega County,Lurambi Sub County,Butsotso South Ward,Bukura Health Centre,2025,Negative,39.0,All,All,All
Kakamega County,Lurambi Sub County,Butsotso South Ward,Elukhambi Dispensary,2025,Negative,6.0,All,All,All
Kakamega County,Lurambi Sub County,Butsotso South Ward,Eshirembe Dispensary,2025,Negative,4.0,All,All,All
Kakamega County,Lurambi Sub County,Butsotso South Ward,Isumba Dispensary,2025,Negative,9.0,All,All,All
Kakamega County,Lurambi Sub County,Butsotso South Ward,Matioli Dispensary,2025,Negative,8.0,All,All,All
Kakamega County,Lurambi Sub County,Mahiakalo Ward,Approved Dispensary,2025,Negative,31.0,All,All,All
Kakamega County,Lurambi Sub County,Mahiakalo Ward,Sakali Dispensary,2025,Negative,8.0,All,All,All
Kakamega County,Lurambi Sub County,Sheywe Ward,KANCO DIC Kakamega,2025,Negative,136.0,All,All,All
Kakamega County,Lurambi Sub County,Sheywe Ward,Nabongo Dispensary,2025,Negative,34.0,All,All,All
Kakamega County,Lurambi Sub County,Shirere Ward,Ap Line Dispensary,2025,Negative,45.0,All,All,All
Kakamega County,Lurambi Sub County,Shirere Ward,Elwesero Health Center,2025,Negative,39.0,All,All,All
Kakamega County,Lurambi Sub County,Shirere Ward,Kakamega Provincial General Hospital (PGH),2025,Negative,181.0,All,All,All
Kakamega County,Lurambi Sub County,Shirere Ward,Nala Maternity and Nursing Home,2025,Negative,7.0,All,All,All
Kakamega County,Malava Sub County,Butali/Chegulo Ward,Chebwai Mission Dispensary,2025,Negative,4.0,All,All,All
Kakamega County,Malava Sub County,Butali/Chegulo Ward,Chegulo Dispensary,2025,Negative,9.0,All,All,All
Kakamega County,Malava Sub County,Chemuche Ward,Kimangeti Dispensary,2025,Negative,12.0,All,All,All
Kakamega County,Malava Sub County,Chemuche Ward,Muting'ong'o Dispensary,2025,Negative,9.0,All,All,All
Kakamega County,Malava Sub County,East Kabras Ward,Kuvasali Health Centre,2025,Negative,14.0,All,All,All
Kakamega County,Malava Sub County,Manda-shivanga Ward,Chimoi Dispensary,2025,Negative,9.0,All,All,All
Kakamega County,Malava Sub County,Manda-shivanga Ward,Manda Dispensary,2025,Negative,13.0,All,All,All
Kakamega County,Malava Sub County,Manda-shivanga Ward,Namagara Dispensary,2025,Negative,9.0,All,All,All
Kakamega County,Malava Sub County,Manda-shivanga Ward,Shivanga Health Centre,2025,Negative,12.0,All,All,All
Kakamega County,Malava Sub County,Shirungu-mugai Ward,Chombeli Health Centre,2025,Negative,23.0,All,All,All
Kakamega County,Malava Sub County,Shirungu-mugai Ward,Malava County Hospital,2025,Negative,141.0,All,All,All
Kakamega County,Malava Sub County,Shirungu-mugai Ward,Malekha Dispensary,2025,Negative,9.0,All,All,All
Kakamega County,Malava Sub County,Shirungu-mugai Ward,Mugai Dispensary,2025,Negative,9.0,All,All,All
Kakamega County,Malava Sub County,South Kabras Ward,Chevoso Dispensary,2025,Negative,21.0,All,All,All
Kakamega County,Malava Sub County,South Kabras Ward,Shamberere Dispensary,2025,Negative,37.0,All,All,All
Kakamega County,Malava Sub County,South Kabras Ward,Shihome Dispensary,2025,Negative,28.0,All,All,All
Kakamega County,Malava Sub County,West Kabras Ward,Imbiakalo Dispensary,2025,Negative,13.0,All,All,All
Kakamega County,Matungu Sub County,Khalaba Ward,Khalaba Health Centre,2025,Negative,31.0,All,All,All
Kakamega County,Matungu Sub County,Kholera Ward,Namulungu Dispensary,2025,Negative,9.0,All,All,All
Kakamega County,Matungu Sub County,Kholera Ward,Shibanze Dispensary,2025,Negative,9.0,All,All,All
Kakamega County,Matungu Sub County,Koyonzo Ward,Indangalasia Dispensary,2025,Negative,9.0,All,All,All
Kakamega County,Matungu Sub County,Koyonzo Ward,Mung'ung'u Dispensary,2025,Negative,13.0,All,All,All
Kakamega County,Matungu Sub County,Mayoni Ward,Matungu Sub-county Hospital,2025,Negative,71.0,All,All,All
Kakamega County,Matungu Sub County,Namamali Ward,Lung'anyiro Health Centre,2025,Negative,29.0,All,All,All
Kakamega County,Matungu Sub County,Namamali Ward,Mirere Health Centre,2025,Negative,13.0,All,All,All
Kakamega County,Mumias East Sub County,East Wanga Ward,Eluche Dispensary,2025,Negative,9.0,All,All,All
Kakamega County,Mumias East Sub County,East Wanga Ward,Khaunga Dispensary,2025,Negative,21.0,All,All,All
Kakamega County,Mumias East Sub County,East Wanga Ward,Mung'ang'a Dispensary,2025,Negative,8.0,All,All,All
Kakamega County,Mumias East Sub County,East Wanga Ward,Shianda Dispensary,2025,Negative,46.0,All,All,All
Kakamega County,Mumias East Sub County,Lusheya/Lubinu Ward,Ahmadiya Hospital,2025,Negative,18.0,All,All,All
Kakamega County,Mumias East Sub County,Lusheya/Lubinu Ward,Elwasambi Dispensary,2025,Negative,4.0,All,All,All
Kakamega County,Mumias East Sub County,Lusheya/Lubinu Ward,Kamashia Dispensary,2025,Negative,6.0,All,All,All
Kakamega County,Mumias East Sub County,Lusheya/Lubinu Ward,Lusheya Health Centre,2025,Negative,22.0,All,All,All
Kakamega County,Mumias East Sub County,Malaha/Isongo/Makunga Ward,Makunga Rhdc,2025,Negative,39.0,All,All,All
Kakamega County,Mumias East Sub County,Malaha/Isongo/Makunga Ward,Malaha Dispensary,2025,Negative,22.0,All,All,All
Kakamega County,Mumias East Sub County,Malaha/Isongo/Makunga Ward,Nyaporo Dispensary,2025,Negative,13.0,All,All,All
Kakamega County,Mumias West Sub County,Etenje Ward,Bukaya Health Centre,2025,Negative,18.0,All,All,All
Kakamega County,Mumias West Sub County,Etenje Ward,Eshikulu Dispensary,2025,Negative,13.0,All,All,All
Kakamega County,Mumias West Sub County,Mumias Central Ward,Mumias Level IV Hospital,2025,Negative,31.0,All,All,All
Kakamega County,Mumias West Sub County,Mumias Central Ward,Mumias Model Health Centre,2025,Negative,30.0,All,All,All
Kakamega County,Mumias West Sub County,Mumias North Ward,Mumias Sugar Dispensary,2025,Negative,3.0,All,All,All
Kakamega County,Mumias West Sub County,Musanda Ward,Bungasi Health Centre,2025,Negative,21.0,All,All,All
Kakamega County,Mumias West Sub County,Musanda Ward,Musanda Dispensary,2025,Negative,9.0,All,All,All
Kakamega County,Navakholo Sub County,Bunyala Central Ward,Buchangu Dispensary,2025,Negative,13.0,All,All,All
Kakamega County,Navakholo Sub County,Bunyala Central Ward,Navakholo Sub-District Hospital,2025,Negative,75.0,All,All,All
Kakamega County,Navakholo Sub County,Bunyala East Ward,Lutaso Dispensary,2025,Negative,4.0,All,All,All
Kakamega County,Navakholo Sub County,Bunyala East Ward,Namirama Dispensary,2025,Negative,6.0,All,All,All
Kakamega County,Navakholo Sub County,Bunyala East Ward,Sivilie Health Centre,2025,Negative,22.0,All,All,All
Kakamega County,Navakholo Sub County,Bunyala West Ward,Budonga Dispensary,2025,Negative,10.0,All,All,All
Kakamega County,Navakholo Sub County,Bunyala West Ward,Butingo Dispensary,2025,Negative,9.0,All,All,All
Kakamega County,Navakholo Sub County,Bunyala West Ward,Kharanda Health Centre,2025,Negative,18.0,All,All,All
Kakamega County,Navakholo Sub County,Bunyala West Ward,Kisembe Dispensary,2025,Negative,9.0,All,All,All
Kakamega County,Navakholo Sub County,Bunyala West Ward,Sisokhe Dispensary,2025,Negative,10.0,All,All,All
Kakamega County,Navakholo Sub County,Ingoste-matiha Ward,Bushiri Health Centre,2025,Negative,71.0,All,All,All
Kakamega County,Navakholo Sub County,Ingoste-matiha Ward,Ematiha Dispensary,2025,Negative,11.0,All,All,All
Kakamega County,Navakholo Sub County,Shinoyi-shikomari-esumeiya Ward,Eshiongo Dispensary,2025,Negative,9.0,All,All,All
Kakamega County,Shinyalu Sub County,Isukha Central Ward,Musembe Dispensary,2025,Negative,11.0,All,All,All
